Arm,PuzzleId,FEN,PlayedMove,GroundTruth,Continuation,Category,Band,Rating,RatingDeviation,GeneratedThemes,GameUrl,TrainingUrl,Review
blunder,NbWHy,8/n3kp1p/P2pp1p1/1P6/2K5/5P1P/5P2/8 b - - 0 36,e7d7,blunder,b5b6 a7c8 c4b5,defensive,2000+,2156,83,defensiveMove knightEndgame short,https://lichess.org/FppfqGiD/black#72,https://lichess.org/training/NbWHy,ok
blunder,hRrkU,8/8/8/1P1K1k2/5b2/7p/7B/8 w - - 4 50,h2g1,blunder,f5g4 d5e4 f4c7,defensive,2000+,2251,123,bishopEndgame defensiveMove short,https://lichess.org/jv7L7XM0#99,https://lichess.org/training/hRrkU,ok
blunder,iMsaR,4r3/pp4k1/2p3q1/3p1pp1/3P4/4P2Q/PPP3K1/7R b - - 0 27,e8e4,blunder,h3h8 g7f7 h1h7 g6h7 h8h7,other,<1200,1120,136,exposedKing long,https://lichess.org/Lt6HSdDk/black#54,https://lichess.org/training/iMsaR,ok
blunder,lNqzy,5r2/6k1/ppb1qbp1/2p1p2r/4P3/2NPBR1P/PP4Q1/5RK1 w - - 4 28,f3f5,blunder,h5f5 e4f5 c6g2,other,<1200,1153,155,short,https://lichess.org/zOpZ8jVJ#55,https://lichess.org/training/lNqzy,ok
blunder,2Cnir,r5k1/1r2b1pp/p1R2p2/8/1P1B4/P4P1P/8/2R3K1 b - - 1 32,a6a5,blunder,c6c8 a8c8 c1c8 g8f7 b4a5,other,<1200,1114,197,long,https://lichess.org/dx7I4cI0/black#64,https://lichess.org/training/2Cnir,ok
blunder,Jpv1l,7k/p5p1/8/6p1/3Q4/1PP2K1P/r5r1/8 b - - 1 32,a2f2,blunder,d4f2 g2f2 f3f2,other,<1200,770,265,queenRookEndgame short,https://lichess.org/4OzLY6MJ/black#64,https://lichess.org/training/Jpv1l,ok
blunder,g8ZiM,8/1pp2p1k/pn1p1p1p/3Pp3/2P1P1r1/2N4q/PP3Q1N/R6K b - - 0 20,b6c4,blunder,f2f5 h7g7 f5g4 h3g4 h2g4,other,<1200,950,86,long,https://lichess.org/OoSmsMfD/black#40,https://lichess.org/training/g8ZiM,ok
blunder,zqOd6,8/pp3r1k/3Q2pp/4p1qn/1P2Pn2/P1P1NP1P/5RPK/3R4 w - - 3 28,g2g4,blunder,g5h4 f2g2 h4h3,other,1200-1599,1335,199,short,https://lichess.org/7GyVoTa3#55,https://lichess.org/training/zqOd6,ok
blunder,RFiPT,4r1k1/pqp1rpp1/1p2bn1p/8/3P4/P2Q2NP/1PB2PP1/3RR1K1 w - - 4 26,g3f5,blunder,e6f5 e1e7 f5d3 e7e8 f6e8,other,1200-1599,1379,76,long,https://lichess.org/ctCcJxOX#51,https://lichess.org/training/RFiPT,ok
blunder,lD0lt,6k1/1r3pp1/5b1p/p7/1p6/P5BP/1P1r1PP1/1R2R1K1 w - - 6 28,g3e5,blunder,f6e5 e1e5 b4a3,other,1200-1599,1509,126,short,https://lichess.org/0Lxc9PCg#55,https://lichess.org/training/lD0lt,ok: only one category when pin threat also
blunder,pJzBI,1r1r4/5RQp/pkp5/3P4/4P3/1P6/PKPq2PP/8 b - - 0 37,c6c5,blunder,f7f6 b6b5 a2a4,other,1200-1599,1294,102,short,https://lichess.org/fs84g7Ju/black#74,https://lichess.org/training/pJzBI,ok: only 1cat
blunder,BcdvB,r4rk1/p2b2pp/2pQp3/1p2B3/3P1n2/P2B3P/5qPK/1R1R4 w - - 2 29,e5f4,blunder,f2f4 d6f4 f8f4,other,1200-1599,1359,78,short,https://lichess.org/SVdAPOra#57,https://lichess.org/training/BcdvB,ok
blunder,XADNm,1r3rk1/5ppp/1pp5/3p3q/p2P4/1Q1NP1P1/PP2bPP1/R3R1K1 w - - 0 21,d3f4,blunder,a4b3 f4h5 e2h5,other,1600-1999,1645,167,short,https://lichess.org/PgLVkuL3#41,https://lichess.org/training/XADNm,ok
blunder,akAk4,8/7k/1n2q1pp/4Pp2/2pQ1P2/1N1p4/rP3P1P/2R3K1 w - - 1 41,b3c5,blunder,e6d5 d4d5 b6d5,other,1600-1999,1901,207,short,https://lichess.org/4vBYDFPP#81,https://lichess.org/training/akAk4,ok
blunder,51bF6,8/8/4k3/6p1/4KpP1/7P/8/8 w - - 4 49,e4f3,blunder,e6e5 h3h4 g5h4 g4g5 h4h3,other,1600-1999,1648,174,long pawnEndgame,https://lichess.org/AMTsbdwz#97,https://lichess.org/training/51bF6,ok
blunder,jU61o,r2r1k2/p3p1bp/1pn1P1p1/3N1pB1/8/5P1P/PP3P2/2RR2K1 b - - 6 22,a8c8,blunder,c1c6 c8c6 g5e7,other,1600-1999,1852,84,short,https://lichess.org/BZ7NbGI8/black#44,https://lichess.org/training/jU61o,ok: also removing defender into fork
blunder,IEO9U,8/p4N1k/1p6/3nK1p1/4p3/2P3Q1/3q2PP/8 b - - 2 36,d2f4,blunder,g3f4 g5f4 e5d5,other,1600-1999,1774,75,short,https://lichess.org/HoApfzte/black#72,https://lichess.org/training/IEO9U,ok
blunder,kNXTv,2rr1bk1/p5p1/7p/1q3p1N/4n3/P1B4Q/1P3PPP/1R1R2K1 w - - 6 27,c3d4,blunder,d8d4 d1d4 b5b2 b1f1 b2d4,other,2000+,2087,96,attraction long,https://lichess.org/DJqVHe5Z#53,https://lichess.org/training/kNXTv,ok
blunder,0PdqJ,3r2k1/ppp1npp1/3r1q1p/3Rp3/2P5/1PQ1PB2/P4PPP/5RK1 w - - 5 18,d5e5,blunder,e7g6 e5e8 d8e8,other,2000+,2146,90,short,https://lichess.org/xTyyQZU5#35,https://lichess.org/training/0PdqJ,ok
blunder,0F0X2,2r1r1k1/ppp2ppp/2q2n2/2b1B3/5Q2/2N5/PPP2PPP/3RR1K1 w - - 3 16,c3e4,blunder,f6e4 f4e4 c6e4 e1e4 f7f6,other,2000+,2019,78,long,https://lichess.org/lwX97DMf#31,https://lichess.org/training/0F0X2,ok
blunder,oNdUC,2K5/8/3k1pP1/3P1n2/3PB3/8/7p/8 w - - 0 40,e4g2,blunder,f5e7 c8b7 e7g6,other,2000+,2008,90,short,https://lichess.org/gN1hQNAa#79,https://lichess.org/training/oNdUC,ok: 1cat also endgame or fork
blunder,BaYNY,8/8/R7/1p6/p4kP1/7K/1r5P/8 w - - 2 42,a6a5,blunder,f4g5 a5a7 b2b3,other,2000+,2305,113,rookEndgame short,https://lichess.org/gIm0ITOY#83,https://lichess.org/training/BaYNY,ok: King tactics not covered
best,qenum,2rqrbk1/1p1b1p2/p1n1pn1Q/3p2N1/3P4/2PB2NP/PP3PPK/R3R3 w - - 3 19,d3h7,best,f6h7 h6h7,mate,<1200,1102,227,kingsideAttack mate mateIn2 short,https://lichess.org/VXgb7xE0/black#36,https://lichess.org/training/qenum,ok
best,cxmCL,2r4r/1q1pbpk1/1n2pNp1/p3P3/PpP3Qn/1P4BP/5PP1/1B1RR1K1 b - - 9 28,b7g2,best,,mate,1200-1599,1237,223,kingsideAttack mate mateIn1 oneMove,https://lichess.org/fDgs0pxP#55,https://lichess.org/training/cxmCL,ok
best,FJ5da,2rqrnk1/6p1/bp2pp1p/p3N3/PbPPBP2/6R1/1BQ3PP/5RK1 w - - 0 21,e4h7,best,f8h7 g3g7 g8g7 c2g6 g7h8 e5f7,mate,1600-1999,1673,84,attraction kingsideAttack mate mateIn4 sacrifice veryLong,https://lichess.org/1nKqny2T/black#40,https://lichess.org/training/FJ5da,ok
best,NjfvP,6k1/R3R1p1/4n1K1/2n5/5pP1/6r1/8/8 w - - 2 44,e7g7,best,e6g7 a7a8 g7e8 a8e8,mate,2000+,2329,94,long mate mateIn3 sacrifice,https://lichess.org/9h78Pz0F/black#86,https://lichess.org/training/NjfvP,ok
best,dm9OL,5k2/2pr1pp1/1p5p/pPp3q1/8/6P1/4RP1P/4R1K1 w - - 0 34,e2e8,best,,mate,<1200,818,136,mate mateIn1 oneMove queenRookEndgame,https://lichess.org/zkKIlXiD/black#66,https://lichess.org/training/dm9OL,ok
best,RqeYp,4R3/p4kbp/6p1/1p3q2/5P2/2P3r1/PP1N2P1/2K1R3 w - - 2 28,e1e7,best,f7f6 d2e4 f5e4 e7e4,fork,1200-1599,1362,79,fork long,https://lichess.org/WTZy4pQe/black#54,https://lichess.org/training/RqeYp,ok
best,Wp2im,1r3rk1/3qpp1p/p2p1bp1/1ppN4/2P5/3P1Q2/PP3PPP/3RR1K1 w - - 2 17,f3f6,best,e7f6 d5f6 g8g7 f6d7 b8b7 d7f8,fork,1600-1999,1713,77,fork sacrifice veryLong,https://lichess.org/bKK5vOJ6/black#32,https://lichess.org/training/Wp2im,ok
best,qdUab,r7/1k4r1/p3RNp1/2p5/Qpn3b1/8/PPPq4/1K3B2 w - - 6 33,a4c6,best,b7a7 c6c5 a7b7 c5c6,fork,2000+,2477,80,fork long,https://lichess.org/dwgLUPkT/black#64,https://lichess.org/training/qdUab,ok
best,XC2KP,8/6kp/Qp4p1/2p5/P2pr3/1q2b2P/1B4P1/5R1K w - - 0 38,a6b7,best,g7h6 b7e4,fork,<1200,1138,226,fork short,https://lichess.org/HQcQT0yK/black#74,https://lichess.org/training/XC2KP,ok
best,1BnWr,1r6/5bk1/1q2pRp1/2P1PnPp/R2p2pP/3Q2P1/5BK1/8 b - - 0 35,b6c6,best,g2g1 c6a4,fork,1200-1599,1276,154,fork short,https://lichess.org/rBXucpZy#69,https://lichess.org/training/1BnWr,ok
best,EpVKU,5k2/p6R/6p1/2p3Qb/3p3P/1P1P1q2/2P2P2/5K2 b - - 3 33,f3h1,best,g5g1 h5e2 f1e2 h1g1,pin,1600-1999,1909,138,clearance deflection long pin,https://lichess.org/J13utaG9#65,https://lichess.org/training/EpVKU,ok
best,sVY2C,4r2k/pp4b1/6p1/7p/3Pq1bP/1Q4P1/PP1B1P2/R4RK1 b - - 0 21,g4h3,best,f2f3 e4e2 f1f2 g7d4 d2e1 e2f1 g1h2 e8e2,pin,2000+,2072,315,clearance pin veryLong,https://lichess.org/3Rt8ests#41,https://lichess.org/training/sVY2C,ok
best,GYMn8,8/1kr2rRp/1p3P1p/p2p4/P3p3/6RP/7K/8 w - - 5 45,g7f7,best,c7f7 g3g7 f7g7 f6g7,pin,<1200,1184,124,advancedPawn clearance long pin rookEndgame,https://lichess.org/J38VP87U/black#88,https://lichess.org/training/GYMn8,ok
best,GzEJi,r3kbnr/pp3ppp/1qn1p3/3p4/B2P1B2/2Q5/PPP2PPP/RN2K2R b KQkq - 5 9,f8b4,best,e1g1 b4c3,pin,1200-1599,1320,126,pin short,https://lichess.org/WogDF1VQ#17,https://lichess.org/training/GzEJi,ok
best,CFcb1,8/ppp4k/2np2pp/5Q2/3q4/P7/7P/5R1K w - - 0 29,f5d7,best,d4g7 f1f7 g7f7 d7f7,pin,1600-1999,1704,77,clearance long pin,https://lichess.org/5SALvXP1/black#56,https://lichess.org/training/CFcb1,ok
best,lehUL,8/8/2P1pk2/5p1p/1P1q1P2/1Q4K1/7P/8 b - - 0 50,d4g1,best,g3f3 g1f1 f3e3 f1h3 e3f2 h3b3,skewer,2000+,2079,144,queenEndgame skewer veryLong,https://lichess.org/ncmRqSbI#99,https://lichess.org/training/lehUL,ok
best,jdV3g,6k1/R5pp/2pBp3/3p4/3Pp3/2KbP3/5rPP/8 w - - 0 27,a7a8,best,g8f7 a8f8 f7g6 f8f2,skewer,<1200,1118,126,long skewer,https://lichess.org/V4MgkDEu/black#52,https://lichess.org/training/jdV3g,ok
best,sREhE,r2q3r/1pp2pk1/p2p2p1/3Pn1N1/4P2P/8/PP2QPP1/R3K2R b KQ - 0 16,d8g5,best,h4g5 h8h1 e1d2 h1a1,skewer,1200-1599,1417,85,long skewer,https://lichess.org/78xPSbzG#31,https://lichess.org/training/sREhE,ok
best,Bji8z,1r6/8/3k4/K2Pp2p/R3Pp2/5P2/7P/8 b - - 0 43,d6c5,best,a5a6 b8a8 a6b7 a8a4,skewer,1600-1999,1683,300,long rookEndgame skewer,https://lichess.org/QMOz3n88#85,https://lichess.org/training/Bji8z,ok
best,3hzja,8/2r5/R2K2kp/6p1/5p2/8/7P/8 w - - 0 47,d6c7,best,g6f5 a6h6 g5g4 h6h5 f5e4 h5g5 e4f3 c7d6,skewer,2000+,2334,98,defensiveMove deflection discoveredAttack hangingPiece rookEndgame skewer veryLong,https://lichess.org/E4MQf0YR/black#92,https://lichess.org/training/3hzja,ok
best,IWxIF,r1b4r/ppq1bkp1/2p2p1p/3pP3/5QP1/2N1P2P/PPP2P2/2KR3R w - - 0 18,e5e6,best,c8e6 f4c7,discoveredAttack,<1200,1114,147,discoveredAttack short,https://lichess.org/3bjWr3jr/black#34,https://lichess.org/training/IWxIF,ok
best,mjyfg,r4r2/3R1Nkp/1P4p1/4p3/3bP3/p6P/6P1/1R5K w - - 2 32,f7e5,best,g7f6 e5g4 f6e6 d7d4,discoveredAttack,1200-1599,1409,376,discoveredAttack long,https://lichess.org/EQeMed0O/black#62,https://lichess.org/training/mjyfg,ok
best,lBMOc,r4rk1/1ppB1ppp/3p4/p7/QP2P3/3q4/1P3PPP/RN4KR b - - 2 15,a5b4,best,d7b5 a8a4 b5d3 a4a1,discoveredAttack,1600-1999,1877,148,discoveredAttack long,https://lichess.org/2SpELgYI#29,https://lichess.org/training/lBMOc,ok
best,AtMSY,r4rk1/5pp1/pn5p/2pbqN2/1b2P3/1Q6/R1B1RPPP/1N4K1 w - - 4 26,e4d5,best,e5e2 f5h6 g7h6 c2h7 g8h7 a2e2,discoveredAttack,2000+,2077,77,clearance discoveredAttack kingsideAttack sacrifice veryLong,https://lichess.org/ybfB7cbt/black#50,https://lichess.org/training/AtMSY,ok: like this one a lot
best,1DJLJ,rn1q1b1r/pp2pkpp/3p4/2pnP3/5Pb1/5N2/PPPP2PP/RNBQK2R w KQ - 1 7,f3g5,best,f7g8 d1g4,discoveredAttack,<1200,979,186,discoveredAttack short,https://lichess.org/O1JzU8ud/black#12,https://lichess.org/training/1DJLJ,ok
best,3UcHB,1k2r1r1/1pp4p/p1n1Q3/3p4/5P2/1P1PP2P/PBPR4/2K3R1 b - - 0 23,g8g1,best,d2d1 g1d1 c1d1 e8e6,hangingPiece,1200-1599,1498,78,hangingPiece long,https://lichess.org/ff4qjNfH#45,https://lichess.org/training/3UcHB,ok
best,Q8f2V,3r2k1/5pp1/7p/p7/4P3/3RQ1P1/1p3PKP/2q5 w - - 0 38,d3d8,best,g8h7 e3f3,hangingPiece,1600-1999,1859,108,hangingPiece short,https://lichess.org/Kw1OZRMa/black#74,https://lichess.org/training/Q8f2V,ok
best,QvEM7,7r/pp3kqr/4p1N1/2pn1pP1/3PpP2/2P1P2R/PP3K1R/7Q b - - 0 32,f7g6,best,h3h7 h8h7 h2h7 g7h7,hangingPiece,2000+,2187,76,hangingPiece long,https://lichess.org/pOPwbHEH#63,https://lichess.org/training/QvEM7,ok
best,20CHb,r1bqkb1r/ppp2Bpp/1nn5/4P3/8/5N2/PPP2PPP/RNBQK2R b KQkq - 0 7,e8f7,best,d1d8 c6d8,hangingPiece,<1200,1165,83,hangingPiece short,https://lichess.org/3Gt8PfVq#13,https://lichess.org/training/20CHb,ok
best,DZa39,8/K7/P4Q2/8/8/2kppb2/3R2p1/8 b - - 3 61,c3d2,best,f6f3 g2g1q,hangingPiece,1200-1599,1367,109,advancedPawn hangingPiece promotion short,https://lichess.org/hlB049Q9#121,https://lichess.org/training/DZa39,ok
best,s9BDl,6k1/4q2p/p1QrP1p1/1p3p2/1P6/P6P/6P1/4R1K1 w - - 8 39,c6d6,best,e7d6 e6e7 g8f7 e7e8q,sacrifice,1600-1999,1605,78,advancedPawn long promotion sacrifice,https://lichess.org/BZ6LH08G/black#76,https://lichess.org/training/s9BDl,ok
best,SFFgk,8/7R/1k2pPp1/1b1pP1P1/3q4/1P6/r1Q3P1/4K3 w - - 0 46,c2c7,best,b6a6 c7b7 a6a5 b7a7 d4a7 h7a7 b5a6 a7a6 a5a6 f6f7 a6b5 f7f8q,sacrifice,2000+,2370,84,advancedPawn exposedKing promotion sacrifice veryLong,https://lichess.org/9yvzVp02/black#90,https://lichess.org/training/SFFgk,ok: complicated but good
best,buZAf,r5k1/pp3ppp/3q4/3p1b2/3P2r1/4B1PP/PP3P2/2RQ1RK1 b - - 0 19,g4g3,best,f2g3 d6g3,sacrifice,<1200,1168,107,kingsideAttack sacrifice short,https://lichess.org/tbUTu1Fm#37,https://lichess.org/training/buZAf,ok
best,iUEPl,r4rk1/p4ppp/2pqp1n1/3pN2b/3P4/2N3QP/PPP2PP1/R4RK1 w - - 6 15,e5g6,best,d6g3 g6e7 g8h8 f2g3,sacrifice,1200-1599,1553,87,intermezzo long sacrifice,https://lichess.org/2vRUpWLR/black#28,https://lichess.org/training/iUEPl,ok
best,OJYFs,5rk1/pp2b1p1/2p4p/5p2/2P2P1K/1P1Q2P1/PB2R2P/5q2 w - - 8 31,e2e7,best,f1d3 e7g7,sacrifice,1600-1999,1657,86,kingsideAttack sacrifice short,https://lichess.org/hGWx90dQ/black#60,https://lichess.org/training/OJYFs,ok: discoveredAttack after the puzzle move
best,wOMqd,4r1k1/5pbp/p2P2p1/2Q3B1/6P1/8/2p2P1P/1qR3K1 w - - 1 27,d6d7,best,e8e1 g1g2 b1b7 g2g3,promotion,2000+,2167,128,advancedPawn defensiveMove long,https://lichess.org/rNzWbRcs/black#52,https://lichess.org/training/wOMqd,ok
best,talLq,8/r4k2/PR5p/5pp1/2b1p3/4P1P1/5P1P/6K1 w - - 2 42,b6b7,best,a7b7 a6b7,promotion,<1200,975,84,advancedPawn short,https://lichess.org/U4RYeZMv/black#82,https://lichess.org/training/talLq,ok
best,ASlgA,3R4/7P/4p3/P3k3/8/3p4/1Kp5/7r w - - 2 50,h7h8q,best,h1h8 d8h8,promotion,1200-1599,1466,87,advancedPawn promotion short,https://lichess.org/nhaKGp82/black#98,https://lichess.org/training/ASlgA,ok
best,gskMj,1r4k1/5ppp/4p3/2R1N3/2Qq4/p6P/5PP1/6K1 b - - 1 30,d4c4,best,e5c4 a3a2 c5a5 b8b1,promotion,1600-1999,1951,110,advancedPawn long,https://lichess.org/F4ynjWxR#59,https://lichess.org/training/gskMj,ok: good one
best,GPlwO,6Q1/1p2kp2/6pP/q1p5/8/5P2/5P2/6K1 w - - 0 46,g8b8,best,c5c4 h6h7,promotion,2000+,2440,94,advancedPawn queenEndgame short,https://lichess.org/fP0sUWHO/black#90,https://lichess.org/training/GPlwO,ok
best,96aW0,8/8/1p4K1/p5P1/1k5P/8/8/8 w - - 1 49,h4h5,best,a5a4 h5h6,defensive,<1200,1191,146,pawnEndgame quietMove short,https://lichess.org/BOUxsmxV/black#96,https://lichess.org/training/96aW0,ok
best,o4I5B,8/8/2k5/1r3Rp1/7p/7P/5PK1/8 w - - 1 54,f5b5,best,c6b5 g2f3,defensive,1200-1599,1260,110,defensiveMove rookEndgame short,https://lichess.org/VDVvaLoS/black#106,https://lichess.org/training/o4I5B,ok
best,3C1wo,6k1/1p2qp2/p1p3p1/3p2P1/3Pr3/2P3Q1/PP3PK1/7R w - - 2 39,g3b8,best,e7e8 b8h2 e4h4 h2h4,defensive,1600-1999,1818,161,long quietMove,https://lichess.org/1aaETxdb/black#76,https://lichess.org/training/3C1wo,ok
best,mR4Nh,rbb2rk1/1p5p/p1n2PnQ/3p2NN/1P1p4/P2p4/2P1KPP1/R3R2q w - - 0 22,e2d1,best,c8g4 f2f3 d3c2 d1c2,defensive,2000+,2341,87,defensiveMove long,https://lichess.org/ioqcT8YV/black#42,https://lichess.org/training/mR4Nh,ok
best,lflPp,8/1k6/8/PP6/1b6/6P1/7K/8 w - - 1 52,a5a6,best,b7b6 g3g4,defensive,<1200,1124,109,bishopEndgame defensiveMove short,https://lichess.org/NBllEBZ2/black#102,https://lichess.org/training/lflPp,ok
best,egngu,4r3/p3Pkpp/1p6/6R1/8/2p4P/r5PK/4R3 w - - 1 34,g5f5,best,f7g6 f5f8 e8e7 e1e7,other,1200-1599,1350,114,long rookEndgame,https://lichess.org/I2q9NubU/black#66,https://lichess.org/training/egngu,ok
best,LB1Bm,1k1r3r/p1q1b3/2Q2p1p/3p1N2/3Npn1P/4R3/PPP2P2/2K5 w - - 3 28,e3b3,best,e7b4 b3b4,other,1600-1999,1792,118,short,https://lichess.org/PP337Cur/black#54,https://lichess.org/training/LB1Bm,ok
best,apLdl,rn1q1rk1/1b3p1p/p2p1b1p/1ppP4/8/P2BB3/1PP2PPP/R2Q1RK1 w - - 0 14,d1g4,best,f6g7 g4f5,other,2000+,2040,130,short,https://lichess.org/aNuVq3Nl/black#26,https://lichess.org/training/apLdl,ok
best,buvPQ,r4rk1/2p2pp1/p2b1n1p/1p2p3/4Pn2/2P1BB1P/PP3PP1/R3RNK1 w - - 2 18,e3f4,best,e5f4 e4e5,other,<1200,1187,243,short,https://lichess.org/wV37o46Q/black#34,https://lichess.org/training/buvPQ,ok
best,cNPtu,2k1r2r/pppq4/5p2/3p1npp/2PP4/1P2R3/P1QN1PPP/4R1K1 w - - 1 20,e3e8,best,h8e8 e1e8 d7e8 c2f5,other,1200-1599,1318,296,long queensideAttack,https://lichess.org/nGnKLThM/black#38,https://lichess.org/training/cNPtu,ok: missing deflection
