PuzzleId,GeneratedThemes
QvSAl,mateIn1 mate oneMove
QvZTk,mateIn1 mate oneMove
QvfWG,mateIn1 mate kingsideAttack oneMove
QvwmL,mateIn1 mate hangingPiece kingsideAttack oneMove
Qw6bu,fork short
Qw7Lo,deflection pin long
QwAPe,mateIn3 mate kingsideAttack long
QwVT2,long
Qwz8G,mateIn1 mate oneMove
Qx0bR,mateIn2 mate sacrifice kingsideAttack short
Qx9q0,long
QxJeJ,mateIn3 mate backRankMate long
QxJfd,long
QxKpm,mateIn2 mate short
QxUbE,mateIn2 mate short
QxhYH,long
Qy7y9,short
QyIOw,mateIn2 mate queenRookEndgame short
QybHA,mateIn1 mate oneMove
Qyjre,mateIn1 mate kingsideAttack oneMove
Qymka,fork short
Qyukc,short
Qz4FL,veryLong
QzKAY,mateIn1 mate kingsideAttack oneMove
QzLo2,mateIn2 mate rookEndgame short
QzOMz,discoveredAttack short
QzTd0,deflection sacrifice kingsideAttack long
QzUBM,fork short
QzicV,advancedPawn kingsideAttack short
QzmeR,deflection rookEndgame short
QzzO2,deflection long
R05o6,mateIn1 mate advancedPawn promotion oneMove
R0ANK,advancedPawn exposedKing long
R0APX,collinearMove veryLong
R0JGj,mateIn3 mate long
R0b3z,mateIn3 mate pin long
R0zF0,advancedPawn short
R11jh,defensiveMove hangingPiece short
R13BG,short
R13Ej,short
R1aY1,pawnEndgame veryLong
R1nup,defensiveMove short
R2AFR,short
R2BuJ,deflection skewer veryLong
R2RRh,mateIn1 mate backRankMate oneMove
R2yZ4,mateIn1 mate oneMove
R34Ri,pin short
R36V0,quietMove long
R3YiI,mateIn1 mate oneMove
R3nHQ,long
R3pOJ,sacrifice discoveredAttack pin long
R4D20,pawnEndgame long
R4T07,mateIn2 mate attraction sacrifice kingsideAttack short
R4UCF,fork short
R520d,long
R57HE,hangingPiece long
R5CJ5,mateIn1 mate hookMate oneMove
R5DB7,mateIn2 mate hangingPiece kingsideAttack short
R5If0,advancedPawn short
R5Jg1,defensiveMove long
R5cVZ,skewer clearance long
R5cZq,long
R5eCz,pawnEndgame long
R5hP4,fork short
R5kXq,advancedPawn quietMove promotion pawnEndgame veryLong
R6goz,fork long
R6qhV,fork short
R6tc6,fork long
R6yxH,mateIn1 mate oneMove
R7ERB,quietMove pawnEndgame long
R7PuI,mateIn2 mate short
R7Zoj,discoveredAttack long
R85en,mateIn1 mate oneMove
R8DDx,mateIn1 mate oneMove
R8XOf,defensiveMove pawnEndgame short
R8bCf,kingsideAttack long
R8lgY,attraction sacrifice discoveredAttack veryLong
R9Elz,short
R9REc,long
R9TSl,mateIn1 mate oneMove
RA0tP,defensiveMove pin long
RADnE,pawnEndgame long
RAQRX,mateIn2 mate short
RAWqS,mateIn1 mate oneMove
RArmF,trappedPiece bishopEndgame long
RB0sp,mateIn2 mate kingsideAttack short
RBJ3q,short
RBUht,mateIn1 mate oneMove
RC3Cs,short
RC3Fi,mateIn3 mate sacrifice fork long
RCAhY,mateIn3 mate smotheredMate doubleCheck sacrifice long
RCDuK,advancedPawn pawnEndgame long
RCKpv,fork short
RCQvt,short
RCeA2,mateIn2 mate sacrifice kingsideAttack short
RCkME,discoveredAttack capturingDefender kingsideAttack long
RCxyr,mateIn2 mate short
RD7GG,mateIn1 mate oneMove
RDBJf,attraction sacrifice fork long
RDMUX,fork veryLong
RDMfC,advancedPawn discoveredAttack veryLong
RDgmt,mateIn2 mate short
RDiB8,deflection short
RE7sW,mateIn3 mate backRankMate sacrifice long
REA5m,mateIn2 mate pin short
REYvX,long
REcKt,short
REkPp,discoveredAttack rookEndgame short
REnH8,mateIn3 mate long
REs9e,fork discoveredAttack long
REunc,mateIn3 mate backRankMate long
RFChN,fork short
RFEJv,attraction pin veryLong
RFELA,attraction sacrifice fork veryLong
RFGn2,deflection short
RFQlA,long
RFUP7,short
RFhy2,mateIn2 mate backRankMate short
RFiPT,long
RFuyb,discoveredAttack short
RFz0z,long
RG8so,enPassant short
RG9lx,advancedPawn quietMove promotion pawnEndgame veryLong
RGJA7,pawnEndgame veryLong
RGUEq,pawnEndgame veryLong
RGZio,advancedPawn quietMove promotion veryLong
RGjIt,discoveredAttack kingsideAttack short
RGjUg,attraction fork exposedKing long
RGuxh,mateIn1 mate oneMove
RHDtG,defensiveMove skewer long
RHXxx,mateIn2 mate sacrifice short
RHjN7,long
RHrJu,mateIn2 mate short
RI3z3,mateIn1 mate kingsideAttack oneMove
RIJP9,mateIn2 mate short
RIbrD,trappedPiece short
RJHqw,short
RJShk,short
RJXVr,mateIn1 mate oneMove
RKDY6,advancedPawn short
RKRCZ,short
RKUR1,fork short
RKXv7,short
RKbkD,mateIn2 mate short
RLI4x,mateIn1 mate oneMove
RLRO6,deflection discoveredAttack pin long
RLbwo,short
RMkTX,discoveredAttack long
RMzWG,mateIn2 mate short
RN7qZ,short
RNFGM,discoveredAttack pin long
RNTCE,short
RNTdm,fork short
RNheo,mateIn3 mate arabianMate sacrifice long
RNtQp,long
RNtRU,mateIn2 mate attackingF2F7 short
ROAgX,hangingPiece long
ROQKh,mateIn2 mate kingsideAttack short
ROY1e,advancedPawn promotion rookEndgame long
RP0bq,mateIn2 mate fork short
RPCgG,short
RPF5E,mateIn1 mate rookEndgame oneMove
RPGjz,pin short
RPMyS,discoveredAttack pin short
RPWgD,mateIn1 mate oneMove
RPaRc,defensiveMove fork long
RPoo1,long
RPrrp,sacrifice short
RPy7V,trappedPiece short
RPzPD,mateIn2 mate rookEndgame short
RQAVX,mateIn2 mate short
RR0J7,attraction sacrifice fork attackingF2F7 long
RR3Fk,veryLong
RRTkL,attraction sacrifice fork clearance long
RReet,mateIn1 mate kingsideAttack oneMove
RRyOv,pin short
RS4Wt,mateIn1 mate oneMove
RSFDq,skewer veryLong
RSW5O,fork short
RSin7,pin long
RT0M3,short
RT5Ny,mateIn1 mate oneMove
RTC3Z,mateIn1 mate oneMove
RTE1N,pawnEndgame short
RTHfg,mateIn5 mate discoveredAttack veryLong
RTOtC,advancedPawn sacrifice long
RTS7e,deflection short
RTp9T,deflection short
RTpyt,mateIn3 mate backRankMate xRayAttack long
RTtWb,mateIn1 mate hangingPiece oneMove
RU6qq,exposedKing kingsideAttack long
RUGYR,mateIn1 mate oneMove
RUKhk,attraction deflection exposedKing long
RUMQL,mateIn2 mate kingsideAttack short
RUa3E,mateIn1 mate oneMove
RUzdi,sacrifice pin veryLong
RVC7Y,advancedPawn exposedKing knightEndgame long
RVMEh,sacrifice fork veryLong
RVRVV,mateIn1 mate oneMove
RVhle,defensiveMove long
RVxOS,mateIn1 mate backRankMate oneMove
RW2Ae,mateIn2 mate discoveredAttack short
RWLjC,mateIn2 mate short
RWwsU,advancedPawn short
RX91R,short
RXPbx,short
RXqQ7,pawnEndgame long
RXvsA,mateIn2 mate backRankMate sacrifice short
RXyYm,mateIn2 mate short
RY1zN,mateIn3 mate queenRookEndgame long
RYGqR,mateIn2 mate xRayAttack short
RYH6X,advancedPawn promotion pawnEndgame veryLong
RYHPP,bishopEndgame short
RYspM,short
RZCo6,mateIn2 mate queenRookEndgame short
RZQbF,advancedPawn promotion rookEndgame short
RZg1n,mateIn1 mate oneMove
RZpNr,mateIn3 mate exposedKing kingsideAttack long
Ra8Es,mateIn1 mate queenEndgame oneMove
RaCQC,mateIn1 mate doubleCheck oneMove
RaZDL,mateIn1 mate hangingPiece oneMove
Rau00,exposedKing long
Rb5Pp,mateIn1 mate oneMove
RbKly,fork short
RbUrs,mateIn1 mate backRankMate oneMove
RbXkj,deflection queenEndgame long
RbZkh,mateIn2 mate short
RbfdR,mateIn2 mate kingsideAttack short
RbqRI,defensiveMove rookEndgame long
RbwMW,mateIn2 mate fork short
Rc2dY,mateIn3 mate doubleCheck long
Rc5hb,mateIn2 mate deflection short
Rc5s6,mateIn3 mate sacrifice long
RcGo2,fork short
RcIVB,mateIn2 mate short
RcK6h,advancedPawn defensiveMove sacrifice promotion rookEndgame veryLong
RcNw6,fork veryLong
RckJX,short
Rcyif,mateIn1 mate pin oneMove
Rd4aQ,attraction long
RdKat,discoveredAttack pin long
RdRqN,long
Rdkef,mateIn1 mate oneMove
RdnPX,quietMove defensiveMove short
RdnTq,mateIn1 mate queensideAttack oneMove
Rdrlc,defensiveMove rookEndgame short
Re06F,short
ReLVG,short
Rethn,fork short
Rf9f3,mateIn2 mate fork short
RfBOd,sacrifice pin short
RfFhF,xRayAttack veryLong
RfK1Q,discoveredAttack rookEndgame short
RfLgn,pawnEndgame long
RfNs3,short
Rfm7i,fork short
RfmP3,fork discoveredAttack short
Rfo4P,advancedPawn rookEndgame long
RgCcS,advancedPawn sacrifice exposedKing long
RgNe5,sacrifice short
RgVYd,defensiveMove short
RgYgm,mateIn2 mate kingsideAttack short
Rgcwp,attraction deflection sacrifice fork long
RhJkU,short
RhQJl,advancedPawn defensiveMove promotion veryLong
RhbVB,mateIn2 mate sacrifice short
Rhghl,advancedPawn defensiveMove long
Riorv,skewer rookEndgame short
RixRZ,mateIn1 mate oneMove
Rj6x3,mateIn1 mate oneMove
Rj7aR,hangingPiece long
Rj7cV,attraction fork long
Rj7em,pawnEndgame long
Rj8RO,discoveredAttack intermezzo kingsideAttack long
RjD9V,veryLong
RjPG7,mateIn2 mate short
RjXv7,defensiveMove rookEndgame short
RjaEK,mateIn1 mate oneMove
RjfQ0,rookEndgame short
Rjg5V,intermezzo capturingDefender short
RjjPu,long
RjmJD,mateIn1 mate oneMove
RkxRj,sacrifice long
RlBJO,short
RlDbu,mateIn1 mate oneMove
RlMMV,mateIn2 mate kingsideAttack short
RlXXx,long
RljDB,fork long
RloL9,long
Rm4sy,trappedPiece short
RmlDs,pin short
RoIQn,long
RoKme,attraction sacrifice discoveredAttack pin clearance castling kingsideAttack veryLong
RodSA,discoveredAttack rookEndgame short
RotZ1,pin short
Rozii,pin short
Rp5Qg,short
RpHhb,mateIn2 mate short
RpPvf,short
RqX1j,mateIn1 mate oneMove
RqZR0,attraction sacrifice long
RqeYp,fork long
RqjZ2,mateIn2 mate kingsideAttack short
Rqtfl,skewer queenEndgame long
Rr0fZ,mateIn1 mate kingsideAttack oneMove
RrY8Y,mateIn1 mate oneMove
Rrp4e,mateIn1 mate oneMove
Rryz1,mateIn1 mate oneMove
Rs15n,mateIn2 mate rookEndgame short
RsK7L,skewer long
RsNoa,attraction fork exposedKing long
Rspb9,mateIn2 mate short
Rsz2A,long
RtXnm,deflection short
RthuL,capturingDefender long
RtjVq,mateIn1 mate rookEndgame oneMove
RtxPD,mateIn1 mate rookEndgame oneMove
Ru94C,short
RuYIx,discoveredAttack exposedKing kingsideAttack long
RubK7,mateIn2 mate kingsideAttack short
RvAR1,fork short
RvYFy,mateIn2 mate discoveredAttack short
Rvd84,bishopEndgame short
RwBhU,mateIn2 mate deflection short
RwSHd,mateIn1 mate oneMove
RwSva,deflection short
RwiGM,deflection pin kingsideAttack veryLong
RxXYW,mateIn2 mate short
Rxkcb,short
RxsiS,short
Ry3JA,short
RyhNy,mateIn4 mate veryLong
RykbU,pawnEndgame short
RzC5U,attraction short
RzDTf,mateIn1 mate oneMove
Rzsa2,advancedPawn short
S00xZ,mateIn1 mate kingsideAttack oneMove
S07F7,rookEndgame long
S0EMf,long
S0Zrs,advancedPawn clearance short
S0bmu,mateIn2 mate fork short
S0kvd,long
S18cB,discoveredAttack long
S1I21,discoveredAttack long
S1Q5F,advancedPawn doubleCheck fork pin attackingF2F7 veryLong
S1Z1k,mateIn1 mate dovetailMate oneMove
S1hLE,defensiveMove short
S2ZIf,fork short
S2oyx,advancedPawn defensiveMove promotion rookEndgame long
S3E4n,mateIn3 mate doubleCheck sacrifice long
S3FK9,trappedPiece clearance long
S3bnN,mateIn2 mate short
S3nWJ,fork long
S3ntV,mateIn1 mate kingsideAttack oneMove
S3q3m,deflection advancedPawn promotion veryLong
S3wLH,rookEndgame short
S4Ve3,advancedPawn veryLong
S4Y4E,defensiveMove long
S4aln,short
S4f0H,mateIn3 mate backRankMate xRayAttack long
S4l5j,pin short
S6D0C,mateIn1 mate hangingPiece kingsideAttack oneMove
S6GhN,fork long
S6KD2,mateIn1 mate oneMove
S6OrA,discoveredAttack long
S6bSB,advancedPawn defensiveMove promotion long
S6dh3,mateIn1 mate backRankMate hangingPiece oneMove
S6nCr,mateIn1 mate advancedPawn attackingF2F7 oneMove
S7QPk,mateIn2 mate backRankMate short
S7d7X,mateIn2 mate pin short
S7tiY,sacrifice exposedKing skewer queenRookEndgame long
S8GKZ,hangingPiece short
S8OXz,fork long
S8PPK,fork veryLong
S8WMf,mateIn1 mate oneMove
S8sPx,hangingPiece intermezzo veryLong
S96iJ,defensiveMove hangingPiece rookEndgame short
S9BKc,short
S9GJF,mateIn1 mate oneMove
S9PO9,advancedPawn promotion pawnEndgame long
S9eMx,discoveredAttack long
S9jSZ,advancedPawn sacrifice fork pin veryLong
S9mLg,fork long
S9rtU,defensiveMove rookEndgame long
SABvs,advancedPawn sacrifice fork promotion veryLong
SAs9D,kingsideAttack veryLong
SB1nA,long
SB4sn,mateIn2 mate backRankMate deflection short
SBCLE,defensiveMove pawnEndgame short
SBJxd,interference short
SBOen,rookEndgame short
SBQPr,mateIn2 mate kingsideAttack short
SBQiK,hangingPiece long
SBbSW,advancedPawn defensiveMove exposedKing queenEndgame long
SBfKF,intermezzo long
SBs5U,mateIn2 mate backRankMate short
SBtf2,quietMove defensiveMove bishopEndgame short
SCJ7J,fork short
SCTKD,mateIn1 mate oneMove
SDG6A,mateIn5 mate advancedPawn kingsideAttack veryLong
SDeQ2,mateIn1 mate oneMove
SDqm4,discoveredAttack long
SE0zj,pin veryLong
SE9eI,bishopEndgame short
SEHyq,hangingPiece short
SELA2,short
SERPm,mateIn1 mate rookEndgame oneMove
SETIH,pin attackingF2F7 short
SEZZv,defensiveMove long
SEgki,sacrifice fork pin long
SFB6z,attraction sacrifice short
SFFgk,advancedPawn sacrifice exposedKing promotion veryLong
SFG8C,discoveredAttack short
SFN0m,short
SFdFC,fork short
SFhJ3,fork hangingPiece long
SGOfr,kingsideAttack long
SGQud,short
SGfCD,long
SGilv,deflection exposedKing skewer collinearMove veryLong
SGqRV,exposedKing pin long
SH6GA,advancedPawn queensideAttack long
SHi2k,sacrifice fork long
SHxYK,short
SIX9d,mateIn2 mate short
SIayK,mateIn1 mate oneMove
SIiYP,short
SIsZr,attraction sacrifice fork long
SJ1mQ,rookEndgame short
SJ6qd,mateIn1 mate bodenMate oneMove
SJA9N,long
SJeeY,mateIn2 mate fork short
SJlIP,mateIn1 mate oneMove
SK5JM,mateIn2 mate short
SKUH8,mateIn1 mate oneMove
SKUsN,mateIn2 mate discoveredAttack kingsideAttack short
SKX8P,mateIn2 mate deflection short
SKajP,clearance short
SKpMW,sacrifice short
SKwXY,fork long
SLOEX,advancedPawn quietMove short
SLTrC,skewer short
SLZeX,mateIn1 mate oneMove
SLfrg,mateIn1 mate oneMove
SLgDm,discoveredAttack short
SLxWG,attraction sacrifice long
SMGwz,discoveredAttack kingsideAttack long
SMI4E,mateIn1 mate oneMove
SMKiD,mateIn3 mate backRankMate sacrifice long
SMRT8,mateIn1 mate queenRookEndgame oneMove
SMdNi,mateIn1 mate oneMove
SMhLL,mateIn1 mate oneMove
SMj5W,mateIn3 mate attraction sacrifice kingsideAttack long
SMngi,mateIn1 mate oneMove
SMv04,advancedPawn defensiveMove promotion knightEndgame veryLong
SN4fB,mateIn2 mate short
SN6Zs,advancedPawn clearance rookEndgame veryLong
SN7J2,mateIn2 mate short
SNaMw,mateIn1 mate oneMove
SNd08,fork exposedKing long
SODmx,advancedPawn long
SOUOs,mateIn2 mate queensideAttack short
SOuHP,defensiveMove pawnEndgame short
SPXTm,mateIn2 mate short
SQ70L,deflection pin short
SQ8y2,skewer long
SQAFS,enPassant pawnEndgame veryLong
SQJbf,mateIn1 mate oneMove
SQMCg,mateIn4 mate attraction sacrifice pin veryLong
SQi00,sacrifice discoveredAttack kingsideAttack long
SRMSC,hangingPiece long
SRZlG,advancedPawn long
SRbZH,mateIn2 mate sacrifice xRayAttack short
SS2lx,long
SSDeB,intermezzo kingsideAttack long
SSWBY,defensiveMove short
SSccR,advancedPawn short
SSd2g,mateIn2 mate short
SSrEa,advancedPawn pin long
STQaP,long
STkpU,advancedPawn veryLong
STol3,skewer short
SU3R5,kingsideAttack short
SUETI,pin short
SUQ61,sacrifice long
SUQs0,mateIn1 mate oneMove
SUfJB,pin kingsideAttack long
SUv5h,advancedPawn short
SUz2W,defensiveMove rookEndgame short
SVR3S,short
SVVb8,quietMove defensiveMove pawnEndgame veryLong
SVdo4,short
SVe2Y,advancedPawn sacrifice bishopEndgame long
SVeUu,exposedKing interference long
SVgnK,mateIn1 mate kingsideAttack oneMove
SVhyq,long
SVrS9,short
SWTaz,sacrifice pin clearance short
SWpnP,mateIn3 mate deflection fork pin long
SWwW1,queenEndgame veryLong
SX39n,hangingPiece knightEndgame long
SX9yo,short
SXCcI,fork short
SXOW1,fork long
SXP8p,defensiveMove long
SY18P,mateIn2 mate queensideAttack short
SY8bG,mateIn1 mate oneMove
SYCar,deflection skewer veryLong
SYKTC,mateIn2 mate short
SYipi,mateIn3 mate backRankMate sacrifice long
SYkse,xRayAttack kingsideAttack short
SYn5g,defensiveMove rookEndgame short
SYo5r,advancedPawn defensiveMove short
SYqzh,rookEndgame long
SZ96n,mateIn1 mate oneMove
SZJ3g,queenEndgame short
SaEox,fork short
SaVi6,mateIn2 mate kingsideAttack short
SacfY,sacrifice long
SbNhb,fork short
SbPKa,pin kingsideAttack short
Sbh41,fork long
ScLVz,pawnEndgame short
SdaTl,short
SdxCU,discoveredAttack short
Se2hn,advancedPawn long
SeOgX,discoveredAttack short
SeRpa,advancedPawn discoveredAttack short
SevlN,mateIn1 mate oneMove
Sf8GD,fork long
SfE26,advancedPawn quietMove bishopEndgame long
SfJQY,short
SfKaj,advancedPawn quietMove pawnEndgame long
Sfa7S,mateIn2 mate interference short
SfeMG,mateIn2 mate sacrifice kingsideAttack short
SfewN,mateIn1 mate hangingPiece rookEndgame oneMove
Sg2i4,discoveredAttack short
SgEn7,rookEndgame long
SgSgX,defensiveMove pawnEndgame long
Sh6dq,long
ShJDE,advancedPawn promotion short
ShJaa,sacrifice veryLong
ShUFf,quietMove long
ShXav,short
Shjxv,pawnEndgame long
ShsLc,advancedPawn quietMove long
ShvHg,exposedKing pin long
SiYJX,fork hangingPiece intermezzo long
Sibb4,mateIn2 mate sacrifice short
SjTQb,discoveredAttack bishopEndgame short
SjYcl,quietMove veryLong
SjgRu,fork long
SjnVm,advancedPawn defensiveMove exposedKing long
Sjrdk,long
Sk8cw,quietMove fork long
SkM6o,rookEndgame long
Skbqm,short
SkrEi,fork short
Sl7U4,skewer short
Sl9vq,advancedPawn bishopEndgame long
SlEYl,mateIn1 mate hangingPiece oneMove
SlHpn,mateIn1 mate oneMove
SlTc5,hangingPiece exposedKing rookEndgame veryLong
Sm3NC,short
Sm6HG,mateIn1 mate bishopEndgame oneMove
SmD9m,mateIn2 mate kingsideAttack short
SmJUy,pawnEndgame veryLong
SmRWF,mateIn1 mate oneMove
SmRYi,short
SmShw,discoveredAttack kingsideAttack long
Smctk,deflection long
Smzj0,discoveredAttack kingsideAttack short
Sn0zZ,fork discoveredAttack exposedKing castling long
Sn4df,trappedPiece short
SnY3p,short
SnimQ,mateIn2 mate attraction sacrifice short
SnlxQ,long
So7Ef,short
Sogxa,advancedPawn long
Soshh,mateIn1 mate oneMove
SowS2,sacrifice exposedKing intermezzo pin long
SoyGC,mateIn2 mate short
SpIU1,quietMove long
SpRjc,mateIn2 mate sacrifice xRayAttack kingsideAttack short
Sph2r,defensiveMove knightEndgame veryLong
SqOso,mateIn2 mate short
SqWNX,mateIn2 mate doubleBishopMate bishopEndgame short
SqgpD,bishopEndgame short
Sqi8k,mateIn1 mate kingsideAttack oneMove
SqobU,mateIn2 mate clearance kingsideAttack short
SrETR,sacrifice pin kingsideAttack short
SrnCl,fork short
SrvAI,short
SsIOH,fork short
SsjQB,sacrifice long
Ssu5Q,mateIn1 mate oneMove
St2aC,fork short
StBge,mateIn1 mate oneMove
StLP7,advancedPawn quietMove defensiveMove knightEndgame veryLong
StU0M,attraction deflection sacrifice long
StkSi,mateIn2 mate short
SuSx3,deflection skewer veryLong
SuV0d,mateIn1 mate oneMove
SuaVU,defensiveMove short
SulOY,short
Sv6qa,fork pin long
SvGHY,mateIn2 mate sacrifice clearance kingsideAttack short
SwWfd,mateIn3 mate attraction long
SweFJ,short
Swqdp,skewer pin short
Swtbk,advancedPawn sacrifice promotion bishopEndgame long
Sx6PB,sacrifice short
SxI5f,mateIn2 mate kingsideAttack short
SxbRo,defensiveMove rookEndgame short
Sxi3g,short
SynVY,veryLong
Synyu,mateIn2 mate short
SypB4,mateIn1 mate oneMove
SzX2o,long
Szr6O,short
T01O8,advancedPawn short
T03aT,short
T058k,fork short
T091z,mateIn1 mate hangingPiece oneMove
T0eQ3,pin long
T0wMb,mateIn2 mate kingsideAttack short
T0xlc,defensiveMove pin veryLong
T1UkR,mateIn1 mate rookEndgame oneMove
T1mGN,short
T2h0j,knightEndgame short
T2uhB,short
T2yn5,bishopEndgame short
T2z7t,mateIn1 mate rookEndgame oneMove
T3Bjd,advancedPawn quietMove veryLong
T3DUe,hangingPiece long
T3Yny,long
T51by,fork long
T5DeP,short
T5iML,pin long
T5tL1,short
T5td3,mateIn2 mate short
T5zuc,mateIn3 mate kingsideAttack long
T61k2,discoveredAttack long
T63GC,long
T6qYA,mateIn1 mate oneMove
T6wV6,mateIn1 mate oneMove
T7GAW,mateIn2 mate short
T7JA6,mateIn4 mate sacrifice veryLong
T7Uxz,mateIn3 mate exposedKing long
T81of,attraction fork exposedKing veryLong
T8JaR,fork exposedKing veryLong
T8Nez,hangingPiece short
T9CgY,short
T9MFZ,mateIn1 mate kingsideAttack oneMove
T9Zsv,mateIn3 mate discoveredAttack exposedKing long
T9orP,mateIn2 mate backRankMate sacrifice short
TAMV9,long
TAXLH,mateIn2 mate queensideAttack short
TAZlV,mateIn2 mate sacrifice clearance short
TAaxh,fork exposedKing long
TAbry,mateIn1 mate oneMove
TAdDF,skewer short
TAfU9,long
TBGW9,advancedPawn short
TC72a,long
TCePh,veryLong
TCevu,fork short
TCkl5,mateIn1 mate oneMove
TDYOT,mateIn1 mate oneMove
TDYUi,pawnEndgame short
TDrVS,quietMove defensiveMove short
TDzbu,short
TE8wA,long
TEDiY,short
TEP2F,fork short
TEnXX,mateIn1 mate oneMove
TEzTF,advancedPawn quietMove knightEndgame long
TFhrW,short
TFnsJ,mateIn1 mate oneMove
TFvI3,mateIn1 mate oneMove
TFx2k,fork veryLong
TFxx7,mateIn1 mate kingsideAttack oneMove
TG0HO,mateIn2 mate kingsideAttack short
TGOgR,rookEndgame short
TGckz,deflection short
TGnKj,deflection short
TGniB,mateIn1 mate oneMove
TH0Cn,short
THK05,kingsideAttack short
THQpr,mateIn1 mate oneMove
TI7hq,mateIn1 mate oneMove
TI8I3,quietMove long
TI8xy,pin long
TIFhg,veryLong
TIRzw,pin kingsideAttack veryLong
TIfCE,fork hangingPiece exposedKing long
TImHZ,fork long
TJ79q,discoveredAttack short
TJBJf,mateIn3 mate backRankMate fork long
TJN9D,mateIn1 mate oneMove
TJgtr,short
TJn4b,attraction long
TKFrb,attraction pin long
TKHR8,fork short
TKbFH,defensiveMove rookEndgame long
TKcop,sacrifice discoveredAttack long
TKwiY,short
TKxct,hangingPiece short
TL2PD,mateIn2 mate short
TLDUi,pin veryLong
TLDWz,mateIn1 mate kingsideAttack oneMove
TLSL2,defensiveMove pawnEndgame veryLong
TLarr,mateIn1 mate oneMove
TLow6,mateIn2 mate short
TLy5I,mateIn2 mate short
TM259,fork exposedKing veryLong
TM2qQ,long
TMCBU,mateIn3 mate sacrifice clearance long
TMbM5,mateIn1 mate oneMove
TMnan,fork long
TN9kH,pawnEndgame long
TNGOh,kingsideAttack short
TNKoJ,short
TNwR3,mateIn1 mate oneMove
TOBwE,mateIn1 mate oneMove
TORnV,mateIn2 mate rookEndgame short
TOVk3,advancedPawn knightEndgame short
TOWzi,mateIn1 mate oneMove
TOzhK,long
TP2vd,trappedPiece long
TP5Wk,trappedPiece long
TPBO7,discoveredAttack kingsideAttack short
TPDKI,deflection short
TPoc4,fork short
TPtLl,defensiveMove knightEndgame short
TPvmT,advancedPawn long
TQD6w,fork short
TQONc,short
TQP1P,clearance veryLong
TQRZA,advancedPawn quietMove sacrifice pawnEndgame veryLong
TQd2M,mateIn1 mate anastasiaMate hangingPiece oneMove
TRWIi,fork short
TRseM,mateIn1 mate oneMove
TSBbM,long
TSE2B,mateIn1 mate oneMove
TSGGs,attraction deflection kingsideAttack short
TSIKX,attraction veryLong
TSPsW,long
TScSM,advancedPawn bishopEndgame long
TSiJQ,pawnEndgame long
TSk2W,mateIn1 mate queenRookEndgame oneMove
TSw9P,mateIn1 mate rookEndgame oneMove
TSyZA,mateIn1 mate oneMove
TT5xL,advancedPawn quietMove pawnEndgame long
TTowQ,sacrifice fork queenEndgame veryLong
TU1tk,mateIn2 mate kingsideAttack short
TU21z,attraction advancedPawn sacrifice fork veryLong
TU3q3,pin kingsideAttack short
TU495,sacrifice pin long
TU5d9,kingsideAttack short
TUF2R,long
TUL1l,short
TURZZ,defensiveMove short
TUXXZ,deflection long
TUlXN,rookEndgame long
TUqnl,mateIn2 mate sacrifice short
TUsSm,veryLong
TUuVO,mateIn1 mate oneMove
TUxJH,mateIn2 mate queensideAttack short
TV3Cz,mateIn2 mate sacrifice queensideAttack short
TVlb1,mateIn1 mate oneMove
TWN52,mateIn1 mate oneMove
TWafT,long
TWjFN,short
TWjxU,quietMove defensiveMove pawnEndgame veryLong
TXE7a,quietMove veryLong
TXemg,rookEndgame short
TYFT4,mateIn1 mate kingsideAttack oneMove
TYGvK,mateIn1 mate oneMove
TYcax,mateIn4 mate deflection sacrifice kingsideAttack veryLong
TZRfb,hangingPiece intermezzo short
TZVgf,short
TZYfF,short
TZZyo,defensiveMove long
TZoHJ,mateIn1 mate oneMove
TZpq9,mateIn1 mate kingsideAttack oneMove
TZtPL,advancedPawn sacrifice pin promotion veryLong
TZyRZ,mateIn1 mate rookEndgame oneMove
TaFzW,mateIn1 mate rookEndgame oneMove
TaVlH,short
Tab18,mateIn2 mate kingsideAttack short
TahCQ,mateIn2 mate short
TasZv,fork short
TavT0,mateIn1 mate oneMove
Tb462,advancedPawn long
TbNzc,mateIn1 mate kingsideAttack oneMove
TcDbm,long
TcIOx,attraction advancedPawn fork promotion long
TcXig,mateIn1 mate oneMove
TciSI,mateIn3 mate long
Tcl6D,pin short
TcwQG,mateIn1 mate oneMove
TdFKJ,advancedPawn promotion queenEndgame long
TdSB2,pawnEndgame veryLong
Tdm30,sacrifice long
Tdn35,mateIn1 mate attackingF2F7 oneMove
TdxF2,mateIn3 mate deflection sacrifice kingsideAttack long
TdyUF,short
TeCEV,mateIn2 mate short
TeMZG,fork short
TeQv3,mateIn1 mate oneMove
TefWk,pawnEndgame long
TenMt,mateIn1 mate oneMove
TeqMi,attraction deflection advancedPawn exposedKing long
TezoD,capturingDefender long
TfDzl,fork veryLong
TfIOB,clearance short
TfR1Y,mateIn3 mate attraction sacrifice kingsideAttack long
TfdzN,long
TfpBz,quietMove bishopEndgame long
TfwB9,long
Tg5cr,deflection short
TgKbU,pin short
Tgua6,short
Th6dl,mateIn2 mate fork short
Th8B6,deflection advancedPawn discoveredAttack exposedKing promotion long
ThJRK,veryLong
ThTRt,short
Thrs1,fork pin short
Ti5Qu,mateIn2 mate short
TiFvM,advancedPawn defensiveMove sacrifice veryLong
TiH0Z,pawnEndgame veryLong
TiLA0,mateIn1 mate oneMove
