PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,GameDate
YVLG1,2b1q2r/p1Q3kp/1p2pp2/8/6P1/8/P1K3B1/3R4 b - - 3 32,g7g6 g2e4 f6f5 g4f5 g6f6 c7c3,1601,256,100,22,endgame,https://lichess.org/67lbmPfi/black#64,,,2026-06-07
YVM6M,7q/2Nb2k1/3p2Pp/rp2r3/p3P3/5n2/PPP2Q2/2K1RB1R b - - 2 29,f3e1 f2f7,1115,156,100,22,middlegame,https://lichess.org/vBUCEnRo/black#58,,,2026-06-01
YVfeC,r7/1p1k3p/3BRn2/3p2pq/3P1Q2/P7/5PPP/6K1 w - - 0 32,f4f6 h5d1 e6e1 d1e1,893,103,100,34,endgame,https://lichess.org/BPV3oDcG#63,,,2026-06-03
YVkKM,8/5p2/7p/2K5/P4k2/1p1Bp3/6P1/8 w - - 0 40,a4a5 b3b2 a5a6 e3e2 d3e2 b2b1q,1608,151,100,19,endgame,https://lichess.org/9jOR27j2#79,,,2026-06-05
YVpSk,8/4r1pk/4p2p/3q4/8/7P/2Q3P1/4R2K b - - 9 44,d5f5 c2f5 e6f5 e1e7,982,151,100,9,endgame,https://lichess.org/TftNmRcH/black#88,,,2026-06-08
YWQwR,8/6p1/2p4p/1pk5/5P1P/2PK4/P7/8 b - - 0 44,b5b4 h4h5 b4b3 a2b3,2129,110,100,25,endgame,https://lichess.org/yplYcTRD/black#88,,,2026-06-05
YWZbT,r2qk2r/1p3p1p/p1n2p2/2bN4/8/3QPP1P/PPP2P2/R3K2R b KQkq - 0 13,c6b4 d3e4 e8f8 d5b4,1889,74,100,120,master middlegame,https://lichess.org/FbdV9pTS/black#26,Rapport-Jobava_System Rapport-Jobava_System_Other_variations,,2026-06-02
YWbz9,8/2pr2kp/3b2p1/8/P2Q4/2P2pPq/1P3P2/4R1K1 b - - 1 30,g7f8 d4f6 f8g8 e1e8 d6f8 e8f8,1751,130,100,15,endgame,https://lichess.org/hP2wGW4P/black#60,,,2026-06-06
YXjAc,6k1/1R3ppp/p4q2/4p3/4P3/5Q1P/P2r1PP1/6K1 b - - 0 25,f6f3 b7b8 d2d8 b8d8,708,326,100,10,endgame,https://lichess.org/76wj4XZx/black#50,,,2026-06-07
YXsnz,r3k2r/1p1nqp2/p2p4/3Pp3/4P1p1/2N2np1/PP3PKP/R2QNR2 w kq - 0 20,f2g3 h8h2,1347,216,100,34,middlegame,https://lichess.org/aCY091IH#39,,,2026-06-07
YXx1S,4k3/8/BB1p4/3P4/1r4p1/2b3Pn/6KP/5R2 w - - 0 46,b6a5 b4b2 g2h1 c3a5,1568,153,100,14,endgame,https://lichess.org/I7jOocsv#91,,,2026-06-07
YYVe1,6k1/2p1rppp/p1Bp4/5P2/R7/3n3P/P5P1/R3rK2 w - - 7 31,a1e1 e7e1,1112,195,100,8,endgame,https://lichess.org/YTjya8KU#61,,,2026-06-08
YYc0g,4R3/5rk1/p2p4/1p1P1rqp/3Q2p1/8/PPP5/1K5R b - - 7 32,g7g6 e8g8 g6h6 d4h8 f7h7 g8g5,1006,338,100,14,endgame,https://lichess.org/SxXhwKVH/black#64,,,2026-06-08
YYmZS,6k1/pp5p/2nb3q/2p2B2/3p3p/3P1p1K/PPP1N3/R2Q4 w - - 0 27,e2g1 h6f4 d1f3 f4h2 h3g4 c6e5 g4h5 e5f3,2002,87,100,42,middlegame,https://lichess.org/G5W6JZg7#53,,,2026-06-04
YYmhK,6k1/p2p1pp1/bp3r1p/8/3n4/PBBP3P/1PP2K2/R2R4 w - - 4 28,f2g1 d4e2 g1h2 f6f2 h2h1 a6b7 b3d5 b7d5,1610,77,100,72,middlegame,https://lichess.org/AFJE8Yhs#55,,,2026-06-07
YYq7w,r1bq1rk1/p4pp1/5n1p/2p3N1/3p3P/3Q4/PPP1NPP1/2KR3R b - - 1 15,f6g4 d3h7,789,254,100,10,middlegame,https://lichess.org/b9N0bUlB/black#30,French_Defense French_Defense_Marshall_Gambit,,2026-06-04
YZ2LE,3r1rk1/p4pp1/1p2pn1p/2b5/2PN1q2/1P6/P1QR1PPP/2BR2K1 w - - 3 22,d4e6 d8d2 c2d2 f4d2 c1d2 f7e6,1913,82,100,66,middlegame,https://lichess.org/UcgjTmTs#43,,,2026-06-07
YZorW,5k2/8/4P1Q1/3Pr1K1/6P1/8/8/5r2 w - - 1 48,g5h6 f1h1 g6h5 h1h5 g4h5 e5d5 h6g6 d5e5,1963,173,100,7,endgame,https://lichess.org/fDaEsU5l#95,,,2026-06-02
Ya289,1Q3bk1/5p2/4p1p1/3p3p/3P4/r1P4P/q2BRPP1/6K1 b - - 2 27,a3b3 b8f8 g8f8 d2h6 f8g8 e2a2,1478,238,100,4,endgame,https://lichess.org/hkyuaTCn/black#54,,,2026-06-07
YaK5H,2r1Rr1k/p1q4p/5Pp1/3p3Q/8/2PB2PP/PP5K/8 w - - 0 43,d3g6 c8e8 g6e8 f8f6,2348,80,100,87,endgame,https://lichess.org/GPG144wB#85,,,2026-06-02
YaPnC,8/5p2/6p1/p4k2/1P3P1p/P4K2/8/8 b - - 0 43,h4h3 b4a5 h3h2 f3g2 h2h1q g2h1,1829,74,100,117,endgame,https://lichess.org/CSqOkgn9/black#86,,,2026-06-01
YaVXM,rn1r2k1/p1p1qppp/bp3n2/3P2N1/2p5/4P3/PB2BPPP/1R1Q1RK1 b - - 2 14,d8d5 b2f6 d5d1 f6e7 d1b1 f1b1,1466,76,100,104,middlegame,https://lichess.org/cLOZSquD/black#28,English_Defense English_Defense_Other_variations,,2026-06-04
YaajX,1k5r/3r2pp/pB3p2/Pp2p3/1P1PQ2P/N1q2P1n/3R4/R4K2 w - - 1 32,d2c2 c3a1 f1g2 h3f4,1678,96,100,43,middlegame,https://lichess.org/BdvBBvsY#63,,,2026-06-06
YayX4,4b3/1B6/5p1p/4k2P/5P2/4K3/8/8 b - - 0 44,e5f5 b7c8 e8d7 c8d7,1500,109,100,20,endgame,https://lichess.org/CnxswFQV/black#88,,,2026-06-04
Yb8b5,2r1k2r/1p3p1p/3qpp2/p7/P2P4/4P3/QPbKBPPP/R6R w k - 1 18,a1c1 d6b4,1152,211,100,53,middlegame,https://lichess.org/8e4JmwT6#35,Slav_Defense Slav_Defense_Three_Knights_Variation,,2026-06-07
YbUMP,4rr2/pp6/5nk1/3p1RpB/4p3/6bP/PqP1Q1P1/5R1K b - - 3 28,g6h6 h5e8 g3f4 g2g3 f8e8 g3f4,2004,157,100,14,middlegame,https://lichess.org/RS8cdXV3/black#56,,,2026-06-08
YbzmA,8/8/5k2/p4p1P/2p2P2/rP4R1/6K1/8 w - - 0 44,b3c4 a3g3 g2g3 a5a4 c4c5 a4a3,1439,89,100,60,endgame,https://lichess.org/Nz8dg0E4#87,,,2026-06-01
YcBba,r3r1k1/p2bqpp1/2p4p/3p4/8/1P2P3/PbQ1NPPP/1BR2RK1 b - - 4 17,b2c1 c2h7 g8f8 h7h8,1151,203,100,19,master middlegame,https://lichess.org/kZJlyyfx/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation,,2026-06-05
YcZuI,8/8/8/5kP1/4pn1P/1Bp2K2/8/8 w - - 0 55,f3g3 f4e2 g3f2 e2d4,1954,127,100,8,endgame master,https://lichess.org/XdCNKkHo#109,,,2026-06-06
YcaEl,r4rQk/pp4pp/2n4N/2p5/2B5/5b2/PqP3PP/R4RK1 b - - 3 16,f8g8 h6f7,1129,92,100,49,middlegame,https://lichess.org/wxKGcxpG/black#32,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Diemer-Rosenberg_Attack,,2026-06-08
YcbcN,2kr3r/ppp2p2/2Nbp1p1/3p4/3Pn1pq/2PBP3/PPQN1PP1/R1B1R1K1 w - - 1 14,d3e4 h4h1,1389,81,100,82,middlegame,https://lichess.org/44iFtpxh#27,Queens_Pawn_Game Queens_Pawn_Game_Colle_System,,2026-06-04
YceY8,r2qkr2/pp1n1pQp/2p1b3/8/2B2b2/2N5/PPP2PPP/1K1RR3 b q - 1 15,d8f6 e1e6 f6e6 c4e6,1435,113,100,28,middlegame,https://lichess.org/PovFky5j/black#30,Scotch_Game Scotch_Game_Lolli_Variation,,2026-06-06
Yd2Kx,6k1/p7/2pqbQr1/2p3R1/P1P5/1P5P/5PPK/8 w - - 1 37,g5g3 d6g3 f2g3 g6f6,1512,231,100,3,endgame,https://lichess.org/BNyO2UsF#73,,,2026-06-08
YdYwI,3k4/5bR1/5r1N/7p/6PK/8/6P1/8 b - - 1 68,f6h6 g4g5 h6d6 g7f7,1844,77,100,143,endgame master superGM,https://lichess.org/Bo0jAsLA/black#136,,,2026-06-02
YduCg,1q4k1/6p1/4p2p/2N5/1PQ5/5prP/5P2/4R1K1 w - - 0 42,f2g3 b8g3 g1f1 g3g2,1175,90,100,41,endgame,https://lichess.org/bh1VgKhm#83,,,2026-06-06
YduNw,r1q2rk1/ppp1bpp1/2n1pn1B/8/3PN3/2N5/PPPQ1PPP/3R1RK1 b - - 0 14,g7h6 d2h6 f6g4 h6h5,1794,92,100,28,middlegame,https://lichess.org/CTuEq2Nh/black#28,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation,,2026-06-03
Ye5BP,8/8/1p2k3/6pp/pPPK1p2/P6P/6P1/8 b - - 1 39,g5g4 h3g4 f4f3 g2f3 h5h4 d4e3,1761,130,100,10,endgame,https://lichess.org/J2PL0Ti1/black#78,,,2026-06-05
Yeg9l,r4r2/5ppk/3pq2b/4pQ2/pp2P2N/P2P4/1P3P2/1K1R2R1 b - - 1 30,g7g6 h4g6 e6f5 g6f8 a8f8 e4f5,2063,89,100,29,middlegame,https://lichess.org/qRTcuBZm/black#60,,,2026-06-05
YemPO,4k2r/ppq2p1p/2p4b/2PpNb2/3Pnp2/1Q4P1/PP2PP1P/R3KB1R w KQk - 1 14,f1g2 c7a5 b3c3 e4c3,1213,246,100,26,middlegame,https://lichess.org/soD9fylZ#27,Slav_Defense Slav_Defense_Other_variations,,2026-06-07
YeogP,7r/P4p2/1P2p1p1/2N5/2KP4/7r/6kp/R7 b - - 0 52,h2h1q a1h1 h3h1 b6b7 h1c1 c4d3 h8h3 d3d2,2370,77,100,77,endgame,https://lichess.org/4KtUAUKE/black#104,,,2026-06-01
Yes8X,rnbqkbnr/ppp2ppp/4p3/3p4/6P1/7P/PPPPPP2/RNBQKBNR w KQkq - 0 3,f2f3 d8h4,1006,89,100,36,opening,https://lichess.org/tXhNDl8j#5,Clemenz_Opening Clemenz_Opening_Other_variations,,2026-06-05
YevQa,b7/2P2k2/3KR1p1/3P1p1p/5P2/3r4/8/8 w - - 0 52,c7c8q d3d5 d6c7 d5c5 c7d7 c5c8,1309,294,100,28,endgame,https://lichess.org/50Q8IxA2#103,,,2026-06-08
YfcBk,r2qk2r/ppb1n1p1/2p1p1b1/3pPpPp/3P1B1P/2NQ1P2/PPP1N3/2KR3R w kq - 1 16,f4g3 f5f4 d3d2 f4g3,1038,85,100,76,middlegame,https://lichess.org/oZnV4MNl#31,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,,2026-06-01
Yfuy3,5rk1/5p1R/8/p2N1pP1/1p6/1P2K3/1b4r1/7R b - - 3 40,g2g5 d5e7,1685,75,100,130,endgame,https://lichess.org/MRD3aOno/black#80,,,2026-06-01
YfvgH,8/8/5kpp/1N3p2/PBR2b2/2PK3P/6r1/8 w - - 2 42,a4a5 g2d2,1241,246,100,2,endgame,https://lichess.org/EqL8IgE0#83,,,2026-06-02
YfxFQ,3r2k1/2q1bppp/1n2p3/8/3n4/3Q2P1/1P2PPNP/1RB2RK1 w - - 5 24,f1d1 d4f3 e2f3 d8d3 d1d3 c7c2,1578,118,100,33,middlegame,https://lichess.org/0WVv2OIn#47,,,2026-06-06
Ygmqg,6k1/1b3p2/p3p2Q/2pq1r1p/5B2/1PP2P2/6P1/4R1K1 b - - 0 32,d5b3 f4e5 f5e5 e1e5,1667,133,100,10,endgame master,https://lichess.org/SbLMitqy/black#64,,,2026-06-05
YhAid,2Q1r2k/1Q3pp1/1N5p/1P2r1b1/2Bn4/3P4/5PPP/5qK1 w - - 0 36,g1f1 e5e1,960,85,100,34,middlegame,https://lichess.org/G8upXoIx#71,,,2026-06-01
YhRMF,k4r2/1p1KNqp1/p7/Q6p/4B2P/2P5/6P1/3n4 b - - 2 37,a8b8 a5c7 b8a7 c7b7,1554,244,100,3,endgame master,https://lichess.org/eK5DPKYA/black#74,,,2026-06-07
YhYA9,7k/p4r1p/1p1p4/1Q2n3/B1p4P/4q1RK/2P3P1/8 b - - 14 37,e3g1 b5e8 f7f8 e8f8,1858,247,100,26,endgame,https://lichess.org/Pprr7BDt/black#74,,,2026-06-08
YhcHy,6k1/pr3p2/4p1p1/2n1q1NP/7Q/P7/5P1P/3R2K1 b - - 0 31,f7f6 d1d8 g8g7 h5h6,1381,78,100,91,endgame,https://lichess.org/h2ePyiwi/black#62,,,2026-06-03
YhgCY,5r1k/1p4p1/1ppp1r1p/6q1/2BPp3/2P2P1b/PP2QRN1/5RK1 w - - 0 24,f3e4 h3g2 f2g2 f6f1 e2f1 f8f1,1897,80,100,83,middlegame,https://lichess.org/xeKeQ7He#47,,,2026-06-01
YhnFe,8/7b/2K5/4ppk1/2B3p1/2P1P1P1/8/8 w - - 1 53,c6d6 f5f4 g3f4 e5f4 e3f4 g5f4,1500,500,100,0,endgame,https://lichess.org/QWorLxs8#105,,,2026-06-08
Yi3Vl,3r3k/5p1p/p5n1/4p2N/6Pq/2P1Q2P/PP6/4RK1b b - - 2 31,g6f4 e3e5 f7f6 e5e8 d8e8 e1e8,1946,81,33,35,middlegame,https://lichess.org/93CP0F8f/black#62,,,2026-06-05
Yi3XY,6k1/2q2r1p/pp1p2p1/3Pbp2/2P2B1Q/1P5P/P5P1/4R2K b - - 8 31,e5f6 e1e8 f7f8 e8f8 g8f8 h4f6,1472,247,100,3,endgame,https://lichess.org/VSW1kznK/black#62,,,2026-06-07
YiDpn,2kr2r1/Qpq4p/p2b3p/2NRpp2/8/2P2P2/PP3P2/4R2K b - - 3 22,c7g7 a7a8 d6b8 d5d8 g8d8 c5e6 g7f6 e6d8,1834,219,100,3,middlegame,https://lichess.org/MsHuotvs/black#44,,,2026-06-07
YiSyw,6k1/pp3pp1/3B1q1p/2P5/1Q1p4/7P/P3rPP1/2R3K1 w - - 2 25,b4c4 f6f2 g1h2 f2g2,872,136,100,23,endgame,https://lichess.org/urfMweuW#49,,,2026-06-06
YiZGR,8/8/8/5n2/1K1k4/2p2p1P/8/4R3 w - - 0 54,b4b3 f5e3 e1a1 f3f2,1901,240,100,4,endgame,https://lichess.org/fXfwGgka#107,,,2026-06-08
YjA75,4r2k/7p/6p1/3Q3n/3Pp2q/1B1bb2P/PP1N1PPB/6K1 w - - 0 27,f2e3 h4e1 d2f1 e1f1,1042,108,100,26,middlegame,https://lichess.org/kL2NKf2n#53,,,2026-06-04
YjUw9,3qkbnr/pQ2pppp/8/3p4/3P4/5P2/PP2KP1P/RNr2B1R b k - 1 10,d8d7 b7d7 e8d7 f1h3,1626,93,100,39,middlegame,https://lichess.org/WyOLNQ70/black#20,Slav_Defense Slav_Defense_Exchange_Variation,,2026-06-02
YjXUR,r1bn4/1p2k1p1/6B1/3R2bP/8/5R2/Pp3PP1/1K6 b - - 0 28,c8e6 d5g5 e6a2 b1b2,1644,79,100,90,master middlegame,https://lichess.org/yHmcomV0/black#56,,,2026-06-02
YjdDM,8/8/4N3/8/6p1/1Pp1kpK1/2P4P/8 w - - 5 51,e6d4 e3d4 g3f2 d4e4,1167,130,100,25,endgame,https://lichess.org/PKmnDS0v#101,,,2026-06-05
Yjhiw,5r1k/p3Q2p/1p1N2b1/3Pp1p1/3nP3/6PP/5qB1/2R4K b - - 1 39,d4e2 d6f5 f2f5 e4f5,2297,110,100,25,middlegame,https://lichess.org/5Ojrc9si/black#78,,,2026-06-02
YkBH8,6k1/pb3pp1/1p2p2p/8/1P1Pp3/P1Q3P1/q3PP1P/B5K1 w - - 2 25,e2e3 a2b1 g1g2 b7a6,1145,325,100,6,endgame,https://lichess.org/1FBbx2yx#49,,,2026-06-05
YkDUx,2r3k1/p3np1B/1pb1p3/6p1/2P2R2/1P6/P5PP/2R3K1 b - - 0 26,g8h7 f4f7 h7g6 f7e7,1191,143,100,16,endgame,https://lichess.org/lsFB0IwG/black#52,,,2026-06-02
YkJ9C,6r1/1pp1k2p/p1n2n2/4pQ2/1Pq2P2/P1P4P/6P1/3R1RK1 b - - 0 30,c4e4 d1d7 f6d7 f5e4,1653,75,100,127,middlegame,https://lichess.org/nGgYX6y3/black#60,,,2026-06-01
YksFj,rnbq3r/ppppb1pp/5n2/6k1/3PPp2/8/PPP3PP/RNBQ1RK1 b - - 1 8,f6e4 f1f4 d7d5 h2h4 g5g6 h4h5,2581,102,100,38,opening,https://lichess.org/FIcYNZZz/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense,,2026-06-07
YlCT4,1r3rk1/npp1qpp1/pbb1p2p/2N1P3/1P1P4/P2Q1N2/5PPP/1BR2RK1 b - - 5 18,c6b5 d3h7,1086,272,100,10,middlegame,https://lichess.org/4aRJdJ0o/black#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations,,2026-06-05
YlQWe,r5k1/ppb2ppp/2p1r3/2PpN3/1P1P3q/P2Q4/B4P2/R3R1K1 w - - 4 24,e1e3 e6h6 e3h3 h4h3 d3h3 h6h3,1815,171,100,29,middlegame,https://lichess.org/QnzqXDol#47,,,2026-06-05
YliRN,1k5r/1p2b1pp/p4p2/2pqp3/P5Q1/3P4/1P3PPP/R4RK1 w - - 2 21,g4g7 h8g8 g7g8 d5g8,1196,90,100,31,endgame master,https://lichess.org/J4bMTjAt#41,,,2026-06-04
Ylsl2,8/8/K5p1/5p1p/1P3k1P/8/8/8 b - - 0 50,g6g5 b4b5 g5g4 b5b6 g4g3 b6b7 f4g4 b7b8q,1612,79,100,87,endgame,https://lichess.org/P06BbJXf/black#100,,,2026-06-02
Ym4FB,8/8/2Q2Pqk/3P2p1/6Pp/1P5P/2pr2BK/8 b - - 4 55,d2d1 f6f7 h6g7 c6g6 g7g6 f7f8q,1375,80,67,66,endgame,https://lichess.org/hMpQn6gy/black#110,,,2026-06-05
YmDRW,6k1/R7/6K1/7p/pr2P3/5P2/8/8 b - - 1 47,h5h4 a7a8 b4b8 a8b8,1292,106,100,42,endgame,https://lichess.org/RDBH4cAv/black#94,,,2026-06-03
YmoUx,r2r2k1/ppp1qpbp/5np1/3b2B1/2BpP3/P6P/1PP1QPP1/R4RK1 w - - 0 15,c4d5 d8d5 g5f6 g7f6,1332,305,100,2,middlegame,https://lichess.org/ANmggiiF#29,Pirc_Defense Pirc_Defense_Classical_Variation,,2026-06-08
YmvnP,4k3/pppb4/3p4/3P4/2P2q2/1P4R1/P5R1/6K1 b - - 1 42,c7c6 g3g8 e8f7 g2g7 f7f6 g8f8 f6g7 f8f4,1382,214,100,15,endgame,https://lichess.org/lrbpr1O2/black#84,,,2026-06-07
Ymwfn,r4qk1/p1Nn2pp/3p4/2p5/5n1b/1P1r3P/PB3PPN/3RQRK1 w - - 8 22,c7a8 f8a8 h2f3 d3f3,1621,349,100,10,middlegame,https://lichess.org/HwpdKFjK#43,,,2026-06-08
YoKtO,4rrk1/2p2pb1/p2p3p/1p3q1P/6R1/1B4P1/P4PK1/1R1Q4 b - - 2 26,f5h5 g4g7 g8g7 d1h5,1246,193,100,18,middlegame,https://lichess.org/dBFA6ZMd/black#52,,,2026-06-04
YoqTQ,2r1r1k1/5pp1/1pq1p2p/8/3P1n2/PRP2N1P/4QPP1/2R3K1 w - - 4 27,e2b5 c6b5 b3b5 f4e2 g1h2 e2c1,1769,290,100,5,middlegame,https://lichess.org/oDDFJQZz#53,,,2026-06-08
Yp3X4,r5k1/ppqn1p2/2pb1n2/3p1BB1/3P4/2P3Pb/PPQN1P1P/4R1K1 b - - 0 17,a8e8 e1e8 f6e8 f5h3,1999,84,100,43,middlegame,https://lichess.org/9nYF3v7a/black#34,French_Defense French_Defense_Exchange_Variation,,2026-06-06
YpEMk,3r1rk1/pb5p/1p2ppp1/3qN3/3P4/2P5/PP1Q1RPP/5RK1 w - - 0 22,f2f6 f8f6 f1f6 d5e5,1578,286,100,9,middlegame,https://lichess.org/mdAOw7N1#43,,,2026-06-06
YpHxf,rnb2rk1/1ppq2bp/p5p1/3Np1N1/4P3/3P3P/PP1Q2P1/R4RK1 b - - 5 16,b8c6 f1f8 g7f8 d5f6 g8h8 f6d7,1397,79,100,77,middlegame,https://lichess.org/69K8Gj7l/black#32,Modern_Defense Modern_Defense_Other_variations,,2026-06-05
YpgUM,3k4/1R6/p1n1N1p1/4P3/r5p1/8/6PP/6K1 b - - 3 39,d8c8 b7c7 c8b8 c7c6 a4a1 g1f2,1170,227,100,5,endgame,https://lichess.org/74YcNtya/black#78,,,2026-06-04
Ypml9,2r1r1k1/5ppp/p3p3/qb1n4/3N4/B5Q1/1R3PPP/2R3K1 w - - 4 27,c1c8 a5e1,1296,145,100,95,middlegame,https://lichess.org/5mI4xJti#53,,,2026-06-01
YqHjX,1q6/pp6/1kb3p1/2p2r2/3pQ2p/3P2bP/PPPR2B1/5RK1 w - - 6 33,e4e6 g3h2 g1h1 f5f1,1491,110,100,87,middlegame,https://lichess.org/H02aFrXt#65,,,2026-06-02
YqIYG,r3kb2/1p3pp1/P1n1p1p1/1Q1p4/8/2P4n/6PP/R3R1qK w q - 5 26,e1g1 h3f2,1157,232,100,9,middlegame,https://lichess.org/bGMfcTM2#51,,,2026-06-03
YqTZi,4r3/6pk/3p2qp/P1p5/2Q5/5P1K/BPP2P1P/8 b - - 2 37,e8e5 c4g8,1645,155,100,15,endgame master,https://lichess.org/tWseQPdb/black#74,,,2026-06-05
Yqv4u,3q2k1/5ppp/p7/2P1p3/3nQ3/P4BPP/5P2/6K1 b - - 2 36,d8c7 e4a8 c7b8 a8b8,1500,500,100,0,endgame,https://lichess.org/MIIKeLUV/black#72,,,2026-06-06
Yr3Nj,4r1k1/p4p1p/2N2Pp1/8/4q3/4n3/P3R1PP/2Q4K b - - 2 33,e4e6 c6e7 e8e7 f6e7,1114,242,100,9,endgame,https://lichess.org/Er4oqRhy/black#66,,,2026-06-05
Yr4UB,6k1/6p1/6Kp/8/6PP/8/8/8 b - - 0 52,g8f8 g6h7 g7g5 h4h5,2003,82,100,100,endgame,https://lichess.org/oFMPnmCL/black#104,,,2026-06-03
Yr6Dr,3r1rk1/5p2/p5p1/1p1q1p2/3B1n2/P1P1R2P/1P1Q2P1/3R2K1 b - - 0 30,f8e8 e3e8 d8e8 d2f4,1066,108,100,20,middlegame,https://lichess.org/47EReC2L/black#60,,,2026-06-04
Yr978,1k4r1/ppp5/4Q3/2p5/8/1P5P/q4rP1/6RK b - - 2 33,f2g2 e6g8 g2g8 g1g8,1472,123,100,20,endgame,https://lichess.org/z8XlWnJa/black#66,,,2026-06-03
YrJJu,r4r1k/ppp3pp/3p1B2/5q2/1b5Q/2NBn3/PPP3PP/2KR3R b - - 2 19,f5f6 h4h7,1289,194,100,30,middlegame,https://lichess.org/ERAMiBBp/black#38,,,2026-06-07
YrXWv,5Q1k/3rb1pp/p3p3/1pBpq3/1P2b1P1/P6P/1P6/5RK1 b - - 1 34,e7f8 f1f8,1196,134,100,14,endgame,https://lichess.org/YpAt6zsa/black#68,,,2026-06-02
YrdmL,8/8/8/p7/PkP2Ppp/6P1/2K5/8 w - - 0 51,g3h4 g4g3 c2d3 g3g2,1216,239,100,17,endgame,https://lichess.org/eyDOnGKt#101,,,2026-06-08
YryIU,6b1/6P1/5P2/3k3P/6K1/8/8/8 b - - 6 56,d5e5 f6f7 g8f7 g4g5 f7g8 g5g6,2398,105,100,21,endgame,https://lichess.org/Fd1uV0yq/black#112,,,2026-06-03
YsZ5z,7k/p1p1r1p1/1q2P2p/5Q2/8/7P/P5P1/4R2K b - - 4 33,b6b4 e1b1 b4b1 f5b1,2062,106,100,24,endgame,https://lichess.org/JQwU9YKW/black#66,,,2026-06-05
YsszS,b3rrk1/4RNbp/p3Q1p1/1p1p4/3P2Pq/2PB4/PP5P/5R1K b - - 2 27,e8e7 f7h6 g8h8 f1f8 g7f8 e6g8,1314,173,100,5,middlegame,https://lichess.org/Ty4GMfzf/black#54,,,2026-06-07
Ysxcp,r5k1/5pp1/p1pn1q1p/3p4/5P2/2P1Q1PP/PPB4K/4R3 b - - 0 30,d6c4 e3e8 a8e8 e1e8,1003,164,100,18,endgame,https://lichess.org/EMTRzsL3/black#60,,,2026-06-07
YtKz3,6k1/8/4PR1P/p7/Pp3K2/8/8/4r3 w - - 3 63,f4f3 e1f1 f3e2 f1f6,1500,500,100,9,endgame,https://lichess.org/LRBNFgTr#125,,,2026-06-08
YtOz4,r6r/pp1bkppp/8/3R4/8/8/PPP2PPP/2K1R3 b - - 1 20,e7d8 e1d1 d8e7 d5d7,1180,97,100,44,endgame,https://lichess.org/SH0vNBJe/black#40,,,2026-06-01
YtTmJ,8/3Q2kp/p5p1/4P3/1p3q2/8/7P/7K b - - 1 45,f4f7 e5e6 f7d7 e6d7,1213,156,100,14,endgame,https://lichess.org/peDl6pus/black#90,,,2026-06-05
Ytj8O,2r3k1/p2p1ppp/1p1P4/4Q3/8/q1N3P1/7P/3R3K w - - 2 33,c3d5 a3f3 h1g1 f3d1,1260,89,100,81,endgame master,https://lichess.org/jM1QAmQB#65,,,2026-06-02
YtkMb,b3rk2/2p2pp1/1b6/1p2p3/7N/1BP1q1Q1/1P4PP/5RK1 w - - 0 26,g3e3 b6e3 g1h1 e3f4,2085,165,82,23,master middlegame,https://lichess.org/ELQSGgxX#51,,,2026-06-02
YtuF3,4r2k/6pp/5p2/p1q5/Q7/5nPP/5PK1/R7 b - - 3 38,f3e5 a4e8 c5f8 e8f8,1145,144,100,18,endgame,https://lichess.org/90o19peV/black#76,,,2026-06-07
YtyZS,rnb1kb1r/ppp1pppp/8/5q2/3Pn3/2N1P3/PP3PPP/R1BQKBNR w KQkq - 2 6,f1d3 f5f2,946,154,100,26,opening,https://lichess.org/TEj9T7wA#11,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,,2026-06-04
Yu9OY,8/5pk1/1Q4r1/3p1K2/3PnP1P/4P3/8/8 w - - 10 54,b6a5 e4d6 f5e5 d6c4 e5d5 c4a5,1675,96,100,41,endgame,https://lichess.org/Cq9XCSqO#107,,,2026-06-03
YuNf8,r5k1/ppQ2npp/2p2p2/3p1B2/q1nP4/5N1P/PPP2PP1/2KR4 w - - 0 19,b2b3 a4a3 c1b1 a3b2,1221,170,100,15,middlegame,https://lichess.org/ziThJgFG#37,,,2026-06-01
YuZ1s,8/R7/4P1p1/1p6/4kP2/K4RP1/Pr4P1/1r6 w - - 1 41,f3b3 b2b3 a2b3 b1a1 a3b4 a1a7,1817,155,100,7,endgame,https://lichess.org/qqJbDCs9#81,,,2026-06-08
YvH7f,5rk1/p1pR4/1q5p/2Q3p1/8/1P4PP/P4rP1/2R4K w - - 3 29,c5c3 f2f1 c1f1 f8f1 h1h2 b6g1,969,173,100,5,endgame,https://lichess.org/kgFgmpF3#57,,,2026-06-05
YvHoB,6k1/pp4p1/7p/5p2/2P3q1/5r2/P1Q2B2/3R1K2 w - - 0 37,d1d3 g4h3 f1e2 f3f2 e2f2 h3h2,1679,105,100,24,endgame,https://lichess.org/biugouWX#73,,,2026-06-07
